fusion_lon,bike_id,type,rental_uris,lon,fusion_lat,is_disabled,lat,name,is_reserved
0,2be484cb126270884e63a95ef7316f0a,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.60451436,0,0,41.790743351,2be484cb126270884e63a95ef7316f0a,0
0,281c71ebc12556c9e4e7a3644318000d,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.739098,0,0,41.931594833333335,281c71ebc12556c9e4e7a3644318000d,0
0,a2b4241c9963d507d1157f8c7b545418,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.81315183333334,0,0,41.9453935,a2b4241c9963d507d1157f8c7b545418,0
0,871bbe4d536c1a1261b634f939bd0344,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.77416333333333,0,0,41.9116855,871bbe4d536c1a1261b634f939bd0344,0
0,0abe3cd91c4c218ff3fb115668f4c73c,electric_scooter,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.65182966666667,0,0,41.87000616666667,0abe3cd91c4c218ff3fb115668f4c73c,0
0,060285b6ffcc6d538af7acb5a83a79b9,electric_scooter,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.61869916666667,0,0,41.873417833333335,060285b6ffcc6d538af7acb5a83a79b9,0
0,95cab86ee480cce16891b23ec4ac8e24,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.774598837,0,0,41.887918353,95cab86ee480cce16891b23ec4ac8e24,0
0,3829205edb88f8b223936634bfb8db56,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.67944479,0,0,42.013985515,3829205edb88f8b223936634bfb8db56,0
0,c49f798ae8575c3e516cddfe86acdab4,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.759494066,0,0,41.951326609,c49f798ae8575c3e516cddfe86acdab4,0
0,9dfe050565a6a8c9918bc1ef7ca92fe6,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.658344,0,0,41.83441766666667,9dfe050565a6a8c9918bc1ef7ca92fe6,0
0,c3d0ce4a8a996ff63e16d81d0703f4a7,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.755147099,0,0,41.885183573,c3d0ce4a8a996ff63e16d81d0703f4a7,0
0,99376ed18f03216cddda7531b36f7233,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.67586433333334,0,0,41.890167,99376ed18f03216cddda7531b36f7233,0
0,0a16a27cd7cf3fb41f7a89779377d861,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.79782016666667,0,0,41.79879316666667,0a16a27cd7cf3fb41f7a89779377d861,0
0,e22e6c70ad926712f829b793f0de0d43,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.7075465,0,0,41.86308016666667,e22e6c70ad926712f829b793f0de0d43,0
0,5c968f90cbfa7ed802b2b292086a2095,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.71580716666666,0,0,41.790725,5c968f90cbfa7ed802b2b292086a2095,0
0,22b9b50d380b570274e6a00606c6c5c9,electric_scooter,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.642258,0,0,41.8765025,22b9b50d380b570274e6a00606c6c5c9,0
0,000aaff81b2f5bd0bfcfa52980ab649a,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.68107816666667,0,0,42.011387666666664,000aaff81b2f5bd0bfcfa52980ab649a,0
0,5022a05f4d7be539efcc4d10c2a58f11,electric_scooter,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.62717616666667,0,0,41.86499166666667,5022a05f4d7be539efcc4d10c2a58f11,0
0,5010a2552a3a2c4a31938878e411e7ba,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.657091737,0,0,41.916647553,5010a2552a3a2c4a31938878e411e7ba,0
0,9a3abaf7cfd66640e9b8e2391b0cc4fe,electric_bike,"{'android': 'https://chi.lft.to/lastmile_qr_scan', 'ios': 'https://chi.lft.to/lastmile_qr_scan'}",-87.68842983333333,0,0,41.94691266666667,9a3abaf7cfd66640e9b8e2391b0cc4fe,0
